user_id,segment,trade_frequency_per_week,portfolio_value_usd,risk_score,avg_holding_days,volatility_exposure
U00492,Équilibré,9,2441.82,0.4,49.3,0.205
U00493,Prudent,5,451.37,0.247,108.1,0.053
U00494,Prudent,1,576.99,0.089,276.9,0.05
U00495,Équilibré,13,1362.06,0.414,24.7,0.265
U00496,Équilibré,6,2372.06,0.485,42.7,0.337
U00497,Équilibré,13,1295.04,0.424,80.5,0.252
U00498,Prudent,2,893.23,0.052,278.6,0.023
U00499,Aventurier,37,5066.26,0.863,5.4,0.642
U00500,Aventurier,42,5520.77,0.918,5.5,0.389
U00501,Équilibré,7,1696.4,0.281,33.8,0.236
U00502,Équilibré,6,2301.83,0.5,74.9,0.313
U00503,Prudent,4,684.03,0.067,111.2,0.097
U00504,Aventurier,47,3308.58,0.699,2.0,0.587
U00505,Équilibré,11,1734.31,0.592,28.5,0.2
U00506,Prudent,1,680.44,0.218,239.4,0.053
U00507,Aventurier,37,4377.11,0.717,14.1,0.621
U00508,Aventurier,36,5444.72,0.607,4.6,0.453
U00509,Aventurier,32,3019.64,0.618,2.9,0.461
U00510,Équilibré,9,1667.64,0.363,29.9,0.335
U00511,Équilibré,10,1142.88,0.446,62.2,0.188
U00512,Équilibré,9,2393.98,0.372,28.2,0.139
U00513,Aventurier,37,3783.58,0.807,1.1,0.407
U00514,Aventurier,46,4307.09,0.618,12.6,0.516
U00515,Prudent,2,997.5,0.112,296.5,0.072
U00516,Prudent,3,756.24,0.103,166.1,0.069
U00517,Équilibré,14,2590.07,0.351,68.2,0.126
U00518,Aventurier,31,2851.0,0.633,3.2,0.693
U00519,Aventurier,39,3581.31,0.836,6.3,0.697
U00520,Prudent,0,839.18,0.161,113.8,0.038
U00521,Équilibré,11,1022.98,0.424,73.1,0.104
U00522,Équilibré,9,695.15,0.362,56.4,0.12
U00523,Aventurier,40,5071.16,0.832,13.5,0.431
U00524,Aventurier,39,4531.71,0.949,5.3,0.351
U00525,Aventurier,61,3117.85,0.799,12.7,0.596
U00526,Équilibré,10,1118.32,0.449,44.4,0.125
U00527,Équilibré,17,2174.57,0.313,36.6,0.207
U00528,Prudent,2,854.41,0.247,271.8,0.092
U00529,Prudent,0,720.42,0.184,102.4,0.085
U00530,Aventurier,41,2915.65,0.815,8.5,0.459
U00531,Aventurier,36,1749.56,0.922,12.3,0.501
U00532,Aventurier,41,4865.1,0.676,12.3,0.895
U00533,Aventurier,41,4856.28,0.792,4.3,0.396
U00534,Équilibré,9,2973.52,0.428,68.7,0.148
U00535,Équilibré,8,1431.8,0.499,58.3,0.231
U00536,Aventurier,49,3909.37,0.641,1.1,0.589
U00537,Aventurier,45,3103.58,0.9,11.1,0.523
U00538,Prudent,1,1088.28,0.185,213.6,0.037
U00539,Équilibré,8,2406.41,0.26,80.3,0.219
U00540,Prudent,1,810.28,0.224,219.0,0.039
U00541,Aventurier,37,774.45,0.814,12.4,0.89
U00542,Équilibré,7,1315.19,0.388,30.0,0.309
U00543,Prudent,2,911.15,0.057,107.1,0.097
U00544,Équilibré,12,1787.3,0.377,55.5,0.276
U00545,Équilibré,14,1610.67,0.459,55.6,0.213
U00546,Équilibré,7,3072.93,0.316,23.1,0.193
U00547,Prudent,0,648.86,0.138,296.0,0.021
U00548,Équilibré,9,1866.32,0.306,59.3,0.165
U00549,Équilibré,7,1480.75,0.353,42.9,0.26
U00550,Équilibré,12,1311.91,0.464,76.9,0.35
U00551,Équilibré,10,2384.66,0.407,68.7,0.217
U00552,Aventurier,35,3778.69,0.633,3.0,0.861
U00553,Équilibré,10,2199.65,0.351,35.9,0.248
U00554,Équilibré,7,2939.16,0.361,80.3,0.109
U00555,Aventurier,47,3659.44,0.77,12.8,0.849
U00556,Équilibré,8,1512.72,0.358,40.7,0.148
U00557,Prudent,2,908.25,0.221,132.2,0.067
U00558,Prudent,1,915.75,0.209,149.2,0.074
U00559,Équilibré,10,1741.58,0.404,57.7,0.22
U00560,Équilibré,19,1465.72,0.343,87.8,0.211
U00561,Équilibré,11,2010.46,0.517,80.9,0.163
U00562,Prudent,2,609.25,0.211,196.7,0.097
U00563,Prudent,0,726.57,0.091,239.3,0.096
U00564,Prudent,0,622.18,0.098,147.6,0.061
U00565,Équilibré,9,2103.61,0.457,79.0,0.199
U00566,Équilibré,9,2770.8,0.514,58.7,0.156
U00567,Équilibré,8,2309.5,0.466,88.4,0.156
U00568,Équilibré,15,1988.21,0.432,57.0,0.114
U00569,Aventurier,24,377.67,0.976,5.8,0.712
U00570,Prudent,0,1150.2,0.183,282.7,0.048
U00571,Équilibré,8,1227.56,0.346,44.1,0.27
U00572,Équilibré,15,794.24,0.254,38.5,0.338
U00573,Équilibré,15,2516.54,0.446,43.6,0.138
U00574,Équilibré,9,1174.64,0.534,43.1,0.237
U00575,Aventurier,38,3888.64,0.672,4.8,0.662
U00576,Aventurier,44,5860.54,0.848,12.1,0.65
U00577,Prudent,3,315.74,0.125,292.5,0.042
U00578,Aventurier,43,6106.56,0.679,14.6,0.651
U00579,Équilibré,15,1007.52,0.52,22.1,0.239
U00580,Prudent,0,1055.63,0.111,119.3,0.093
U00581,Équilibré,11,2074.38,0.293,63.2,0.345
U00582,Aventurier,34,4533.57,0.825,6.5,0.875
U00583,Équilibré,9,1035.18,0.575,39.1,0.234
U00584,Prudent,3,617.0,0.199,283.3,0.097
U00585,Équilibré,9,2158.86,0.565,29.3,0.273
U00586,Prudent,2,942.05,0.215,165.3,0.075
U00587,Prudent,4,634.57,0.219,187.5,0.056
U00588,Prudent,2,1021.6,0.249,224.0,0.072
U00589,Prudent,2,769.49,0.163,157.1,0.075
U00590,Prudent,0,681.27,0.208,243.6,0.037
U00591,Prudent,4,792.39,0.183,133.7,0.092
U00592,Équilibré,13,1354.14,0.57,48.3,0.213
U00593,Prudent,3,1327.84,0.176,221.0,0.069
U00594,Prudent,2,912.63,0.082,221.4,0.024
U00595,Aventurier,28,2765.15,0.749,2.6,0.486
U00596,Équilibré,13,1086.27,0.475,26.9,0.103
U00597,Équilibré,10,1433.99,0.261,75.8,0.175
U00598,Prudent,2,623.65,0.107,152.6,0.041
U00599,Prudent,0,528.23,0.155,195.7,0.082
U00600,Prudent,1,374.12,0.073,283.7,0.024
U00601,Prudent,3,860.96,0.181,238.3,0.056
U00602,Prudent,4,413.29,0.066,114.7,0.052
U00603,Prudent,4,755.17,0.059,267.1,0.095
U00604,Prudent,5,912.34,0.1,221.8,0.079
U00605,Prudent,3,664.39,0.181,179.1,0.086
U00606,Équilibré,12,791.9,0.525,41.2,0.116
U00607,Prudent,1,883.34,0.164,232.4,0.072
U00608,Équilibré,9,2453.7,0.525,34.0,0.213
U00609,Équilibré,9,1270.86,0.325,47.8,0.303
U00610,Équilibré,7,1275.95,0.445,77.3,0.198
U00611,Prudent,3,700.34,0.077,152.4,0.047
U00612,Équilibré,13,1487.21,0.294,26.1,0.283
U00613,Équilibré,7,2810.17,0.357,53.8,0.148
U00614,Prudent,2,673.87,0.143,118.5,0.027
U00615,Aventurier,35,1741.97,0.957,13.0,0.515
U00616,Aventurier,39,2584.39,0.81,12.9,0.805
U00617,Prudent,2,833.02,0.156,159.7,0.04
U00618,Prudent,3,616.56,0.136,138.7,0.089
U00619,Aventurier,30,3878.43,0.852,6.0,0.813
U00620,Équilibré,8,2517.81,0.251,85.8,0.337
U00621,Prudent,2,1093.72,0.171,205.5,0.088
U00622,Prudent,2,792.4,0.05,246.4,0.09
U00623,Équilibré,10,1924.71,0.591,44.2,0.249
U00624,Équilibré,13,1899.0,0.412,60.0,0.189
U00625,Équilibré,7,861.41,0.559,35.6,0.178
U00626,Équilibré,8,2654.06,0.51,60.1,0.322
U00627,Équilibré,5,1534.13,0.574,30.7,0.184
U00628,Équilibré,9,2523.9,0.318,20.7,0.344
U00629,Prudent,2,1019.99,0.169,265.3,0.093
U00630,Prudent,2,793.4,0.22,216.7,0.092
U00631,Équilibré,15,2947.68,0.289,52.6,0.137
U00632,Aventurier,32,2663.24,0.855,11.6,0.733
U00633,Équilibré,7,2062.09,0.407,58.7,0.297
U00634,Équilibré,13,1812.01,0.351,26.8,0.301
U00635,Prudent,1,732.15,0.158,204.5,0.099
U00636,Équilibré,13,815.09,0.353,44.2,0.179
U00637,Équilibré,13,3715.8,0.345,42.6,0.295
U00638,Prudent,1,655.43,0.171,226.7,0.079
U00639,Prudent,2,1062.91,0.219,153.0,0.067
U00640,Équilibré,7,1487.89,0.506,35.5,0.256
U00641,Prudent,1,1289.15,0.215,130.0,0.069
U00642,Prudent,0,607.76,0.215,146.9,0.078
U00643,Prudent,1,683.81,0.227,196.2,0.093
U00644,Prudent,0,641.53,0.051,289.6,0.078
U00645,Prudent,3,724.59,0.214,171.1,0.067
U00646,Aventurier,48,2879.46,0.626,7.2,0.387
U00647,Équilibré,10,2322.89,0.488,76.0,0.312
U00648,Équilibré,8,1480.62,0.312,83.9,0.32
U00649,Équilibré,11,2230.61,0.253,52.4,0.315
U00650,Équilibré,11,1402.83,0.275,40.1,0.268
U00651,Prudent,0,565.3,0.15,172.5,0.056
U00652,Équilibré,10,984.98,0.313,78.3,0.215
U00653,Équilibré,9,1479.43,0.43,45.1,0.219
U00654,Équilibré,6,1399.3,0.384,46.5,0.321
U00655,Équilibré,17,1973.1,0.338,42.1,0.128
U00656,Prudent,1,829.0,0.236,186.3,0.094
U00657,Prudent,2,971.96,0.137,139.7,0.098
U00658,Équilibré,9,1670.07,0.377,62.9,0.228
U00659,Équilibré,11,1578.45,0.512,65.5,0.122
U00660,Équilibré,14,1349.25,0.276,62.5,0.103
U00661,Équilibré,12,1695.2,0.483,77.4,0.246
U00662,Aventurier,44,3498.54,0.886,9.6,0.532
U00663,Équilibré,12,1068.1,0.354,89.4,0.208
U00664,Prudent,0,876.53,0.23,134.6,0.052
U00665,Prudent,2,949.98,0.059,176.9,0.051
U00666,Prudent,4,1118.18,0.153,226.2,0.078
U00667,Prudent,2,894.94,0.156,225.7,0.091
U00668,Prudent,1,1053.62,0.137,284.9,0.085
U00669,Prudent,2,712.89,0.138,105.9,0.082
U00670,Prudent,2,375.51,0.1,125.3,0.034
U00671,Prudent,2,1426.49,0.155,122.3,0.098
U00672,Aventurier,29,6284.66,0.623,7.2,0.845
U00673,Prudent,3,502.78,0.098,257.3,0.055
U00674,Équilibré,6,1184.36,0.371,38.2,0.246
U00675,Équilibré,11,1594.33,0.275,28.7,0.16
U00676,Aventurier,37,2893.71,0.687,10.4,0.382
U00677,Prudent,3,1009.53,0.136,151.0,0.095
U00678,Équilibré,11,1450.68,0.259,43.8,0.215
U00679,Aventurier,42,6486.01,0.738,10.7,0.564
U00680,Aventurier,39,3467.08,0.861,4.1,0.806
U00681,Aventurier,41,44.94,0.987,12.1,0.767
U00682,Prudent,1,918.24,0.056,227.7,0.05
U00683,Prudent,3,943.86,0.142,285.2,0.039
U00684,Équilibré,9,1792.83,0.272,80.1,0.223
U00685,Aventurier,41,3351.3,0.943,7.6,0.721
U00686,Équilibré,14,2620.82,0.367,66.4,0.248
U00687,Équilibré,5,2413.58,0.437,49.0,0.193
U00688,Prudent,0,867.47,0.058,126.2,0.094
U00689,Équilibré,14,1606.72,0.34,83.6,0.23
U00690,Prudent,4,741.78,0.139,272.8,0.059
U00691,Prudent,2,575.78,0.244,106.8,0.059
U00692,Équilibré,7,1828.41,0.478,89.0,0.287
U00693,Équilibré,7,1826.95,0.285,75.6,0.114
U00694,Prudent,0,672.31,0.222,288.5,0.027
U00695,Prudent,2,773.33,0.051,103.9,0.065
U00696,Équilibré,15,2124.39,0.508,77.9,0.309
U00697,Prudent,3,993.13,0.192,139.2,0.055
U00698,Équilibré,9,1110.79,0.483,53.3,0.263
U00699,Prudent,1,890.39,0.171,145.0,0.021
U00700,Équilibré,12,1679.53,0.33,43.3,0.325
U00701,Équilibré,6,236.81,0.351,37.7,0.283
U00702,Prudent,3,774.83,0.083,230.9,0.068
U00703,Prudent,1,861.94,0.211,275.5,0.078
U00704,Prudent,3,440.92,0.221,136.9,0.033
U00705,Prudent,2,714.86,0.191,127.0,0.098
U00706,Aventurier,49,5732.35,0.957,13.5,0.604
U00707,Prudent,3,772.53,0.069,128.1,0.098
U00708,Aventurier,44,384.19,0.821,3.9,0.438
U00709,Prudent,0,918.31,0.074,200.5,0.075
U00710,Équilibré,6,1862.91,0.384,58.9,0.164
U00711,Équilibré,7,1873.98,0.424,45.2,0.23
U00712,Équilibré,11,2098.34,0.281,21.0,0.284
U00713,Équilibré,8,828.4,0.52,71.9,0.276
U00714,Équilibré,12,3421.7,0.574,82.3,0.182
U00715,Prudent,5,598.81,0.133,159.6,0.09
U00716,Aventurier,40,3793.09,0.694,12.2,0.862
U00717,Aventurier,46,2893.51,0.645,7.1,0.45
U00718,Aventurier,35,4151.29,0.762,13.1,0.474
U00719,Prudent,3,901.3,0.2,148.8,0.055
U00720,Équilibré,9,1852.24,0.56,46.7,0.224
U00721,Aventurier,36,5781.39,0.724,7.2,0.66
U00722,Prudent,5,667.99,0.214,185.5,0.05
U00723,Prudent,1,1106.88,0.197,173.5,0.063
U00724,Équilibré,7,1883.56,0.501,66.6,0.199
U00725,Équilibré,9,1791.34,0.572,61.1,0.317
U00726,Aventurier,34,3612.11,0.934,12.7,0.782
U00727,Prudent,2,541.18,0.107,238.7,0.072
U00728,Équilibré,7,1186.62,0.352,34.1,0.287
U00729,Prudent,2,545.21,0.083,177.3,0.083
U00730,Prudent,1,899.2,0.056,183.2,0.043
U00731,Prudent,2,861.75,0.056,239.3,0.05
U00732,Aventurier,38,3460.42,0.771,14.5,0.505
U00733,Équilibré,8,1840.13,0.375,49.9,0.218
U00734,Équilibré,10,1424.09,0.494,88.3,0.291
U00735,Équilibré,12,3036.48,0.478,86.7,0.196
U00736,Aventurier,42,3090.03,0.762,7.7,0.858
U00737,Équilibré,10,1868.22,0.288,77.5,0.304
U00738,Aventurier,31,4545.56,0.795,12.9,0.501
U00739,Équilibré,9,2166.7,0.586,25.7,0.174
U00740,Équilibré,12,1813.9,0.274,33.7,0.143
U00741,Équilibré,10,1329.19,0.53,80.1,0.169
U00742,Prudent,1,722.0,0.096,253.4,0.049
U00743,Équilibré,12,1107.32,0.515,27.9,0.115
U00744,Équilibré,5,1502.04,0.469,80.3,0.348
U00745,Prudent,1,666.97,0.073,213.5,0.093
U00746,Aventurier,43,2897.34,0.803,7.7,0.866
U00747,Équilibré,12,1403.13,0.537,31.9,0.229
U00748,Équilibré,11,1636.7,0.279,20.7,0.277
U00749,Aventurier,39,6056.13,0.662,14.5,0.898
U00750,Équilibré,11,2197.19,0.497,66.6,0.21
U00751,Prudent,2,454.24,0.207,181.9,0.064
U00752,Aventurier,33,2717.89,0.905,7.2,0.657
U00753,Équilibré,12,1393.68,0.454,69.5,0.245
U00754,Prudent,1,752.03,0.082,109.4,0.054
U00755,Prudent,1,860.75,0.222,131.0,0.093
U00756,Équilibré,13,2254.05,0.327,83.9,0.157
U00757,Équilibré,8,2395.01,0.587,82.5,0.226
U00758,Équilibré,11,3004.04,0.296,80.7,0.237
U00759,Aventurier,39,1983.61,0.701,13.3,0.451
U00760,Équilibré,10,2799.79,0.547,77.3,0.324
U00761,Prudent,1,445.73,0.083,131.2,0.069
U00762,Prudent,0,654.13,0.169,254.9,0.068
U00763,Prudent,2,960.55,0.15,264.1,0.057
U00764,Équilibré,7,2124.39,0.326,53.0,0.137
U00765,Prudent,2,1163.37,0.219,204.9,0.038
U00766,Équilibré,9,2765.62,0.555,39.1,0.165
U00767,Équilibré,8,2134.91,0.592,67.5,0.343
U00768,Aventurier,36,3028.29,0.871,4.7,0.525
U00769,Prudent,5,928.03,0.095,290.0,0.061
U00770,Aventurier,46,5705.03,0.973,3.0,0.65
U00771,Prudent,0,673.37,0.145,264.0,0.057
U00772,Aventurier,41,2187.51,0.903,1.7,0.447
U00773,Prudent,0,759.59,0.196,148.9,0.051
U00774,Équilibré,9,1475.81,0.563,88.8,0.251
U00775,Équilibré,10,1975.97,0.508,54.4,0.349
U00776,Prudent,0,1211.61,0.139,179.4,0.082
U00777,Prudent,1,966.05,0.159,187.0,0.08
U00778,Équilibré,11,2755.56,0.507,29.8,0.255
U00779,Équilibré,3,2451.54,0.313,65.0,0.148
U00780,Équilibré,17,1638.32,0.498,65.3,0.176
U00781,Équilibré,15,3689.49,0.562,24.1,0.197
U00782,Équilibré,14,2487.42,0.474,48.2,0.151
U00783,Prudent,3,642.88,0.098,136.0,0.07
U00784,Prudent,1,893.24,0.108,272.1,0.084
U00785,Prudent,1,818.43,0.149,286.8,0.021
U00786,Aventurier,41,5032.49,0.625,6.0,0.888
U00787,Équilibré,7,1415.95,0.393,24.4,0.148
U00788,Équilibré,8,2662.04,0.404,44.2,0.263
U00789,Équilibré,8,2701.35,0.539,41.1,0.26
U00790,Aventurier,42,3128.03,0.788,5.3,0.521
U00791,Prudent,1,838.31,0.139,112.4,0.07
U00792,Équilibré,9,2132.29,0.298,28.2,0.162
U00793,Équilibré,9,1654.62,0.497,60.8,0.341
U00794,Équilibré,9,1452.72,0.493,48.8,0.255
U00795,Prudent,5,499.27,0.246,274.4,0.046
U00796,Aventurier,36,1990.41,0.734,4.5,0.889
U00797,Aventurier,41,4970.66,0.961,8.0,0.764
U00798,Équilibré,5,2290.49,0.305,30.1,0.122
U00799,Équilibré,8,1761.64,0.361,31.2,0.116
U00800,Aventurier,32,3580.81,0.891,14.0,0.471
U00801,Équilibré,9,2277.71,0.307,52.5,0.262
U00802,Prudent,0,547.03,0.101,293.5,0.084
U00803,Équilibré,6,1219.34,0.275,78.0,0.216
U00804,Équilibré,11,1905.18,0.555,41.4,0.148
U00805,Équilibré,7,3278.26,0.257,47.4,0.178
U00806,Équilibré,9,2133.46,0.267,64.6,0.124
U00807,Aventurier,44,2093.98,0.636,5.5,0.882
U00808,Aventurier,40,1328.19,0.852,7.8,0.546
U00809,Équilibré,6,1940.21,0.251,24.7,0.325
U00810,Prudent,3,827.5,0.119,128.6,0.05
U00811,Aventurier,47,3625.73,0.924,4.5,0.813
U00812,Aventurier,41,1874.44,0.946,9.7,0.688
U00813,Prudent,2,763.29,0.106,111.7,0.029
U00814,Aventurier,35,3057.48,0.674,8.3,0.629
U00815,Aventurier,47,3825.4,0.61,6.3,0.734
U00816,Équilibré,10,2223.7,0.485,40.0,0.327
U00817,Équilibré,9,2482.89,0.446,50.9,0.318
U00818,Équilibré,8,1860.09,0.254,66.3,0.187
U00819,Prudent,0,570.37,0.182,256.5,0.089
U00820,Prudent,2,681.74,0.176,243.2,0.082
U00821,Aventurier,30,3242.15,0.771,7.4,0.555
U00822,Prudent,2,1145.39,0.091,251.5,0.083
U00823,Prudent,2,632.48,0.249,214.7,0.074
U00824,Équilibré,11,2794.14,0.421,35.1,0.227
U00825,Équilibré,9,2566.5,0.543,35.0,0.205
U00826,Aventurier,44,3014.51,0.942,9.0,0.696
U00827,Prudent,1,639.75,0.102,142.5,0.065
U00828,Prudent,1,832.57,0.204,128.6,0.035
U00829,Équilibré,15,1446.5,0.349,45.4,0.126
U00830,Équilibré,10,1423.62,0.469,80.7,0.174
U00831,Prudent,2,892.87,0.05,149.9,0.045
U00832,Équilibré,9,2466.51,0.385,76.7,0.213
U00833,Prudent,0,781.31,0.08,249.0,0.042
U00834,Prudent,3,748.25,0.109,128.3,0.097
U00835,Équilibré,11,1276.77,0.34,23.9,0.161
U00836,Équilibré,8,1508.49,0.265,26.4,0.238
U00837,Aventurier,47,4135.39,0.896,3.8,0.507
U00838,Équilibré,17,1755.99,0.404,44.9,0.223
U00839,Équilibré,7,2123.66,0.375,37.6,0.274
U00840,Équilibré,5,958.65,0.493,59.4,0.282
U00841,Prudent,3,866.85,0.154,264.2,0.073
U00842,Équilibré,6,2066.32,0.331,39.0,0.258
U00843,Prudent,0,778.41,0.105,272.7,0.081
U00844,Aventurier,43,3823.8,0.908,6.1,0.897
U00845,Prudent,5,770.3,0.113,242.8,0.066
U00846,Équilibré,11,1541.14,0.434,35.3,0.103
U00847,Prudent,1,932.47,0.08,116.4,0.098
U00848,Aventurier,31,1564.95,0.816,3.5,0.667
U00849,Équilibré,13,706.43,0.552,44.8,0.112
U00850,Équilibré,7,953.18,0.582,84.7,0.175
U00851,Prudent,0,1087.54,0.104,187.8,0.034
U00852,Équilibré,8,1849.33,0.4,51.3,0.297
U00853,Prudent,2,770.78,0.182,161.2,0.025
U00854,Aventurier,33,5267.14,0.741,13.5,0.65
U00855,Prudent,5,1072.7,0.201,222.6,0.058
U00856,Prudent,6,986.16,0.067,223.5,0.047
U00857,Prudent,2,298.42,0.205,200.5,0.058
U00858,Équilibré,12,2725.78,0.597,44.6,0.272
U00859,Équilibré,16,2366.82,0.423,61.9,0.251
U00860,Prudent,3,837.56,0.224,272.8,0.082
U00861,Équilibré,9,2751.6,0.449,41.0,0.213
U00862,Équilibré,7,1149.56,0.402,54.2,0.344
U00863,Équilibré,10,1355.65,0.493,65.3,0.29
U00864,Équilibré,4,1985.45,0.519,45.9,0.328
U00865,Équilibré,10,1877.75,0.361,21.4,0.15
U00866,Équilibré,6,2948.27,0.519,36.4,0.274
U00867,Prudent,3,759.12,0.192,237.2,0.096
U00868,Prudent,3,670.92,0.213,173.2,0.032
U00869,Aventurier,42,2341.73,0.622,2.5,0.769
U00870,Aventurier,36,1404.42,0.651,14.8,0.89
U00871,Équilibré,14,2044.4,0.295,38.3,0.272
U00872,Prudent,5,1006.76,0.084,248.0,0.047
U00873,Équilibré,9,1297.39,0.57,63.5,0.348
U00874,Équilibré,7,1909.3,0.588,40.9,0.124
U00875,Prudent,2,670.55,0.088,159.8,0.059
U00876,Prudent,1,795.8,0.239,208.6,0.022
U00877,Équilibré,12,2379.12,0.595,43.9,0.136
U00878,Équilibré,5,2435.68,0.534,70.3,0.344
U00879,Prudent,2,665.23,0.086,240.9,0.092
U00880,Prudent,2,1001.4,0.088,264.8,0.029
U00881,Prudent,5,591.67,0.143,122.0,0.072
U00882,Équilibré,5,1512.33,0.558,23.1,0.35
U00883,Prudent,1,779.72,0.227,153.7,0.062
U00884,Prudent,2,796.49,0.193,123.5,0.076
U00885,Équilibré,15,1889.44,0.266,33.1,0.148
U00886,Prudent,1,600.31,0.145,204.2,0.078
U00887,Équilibré,17,1020.42,0.472,86.0,0.291
U00888,Prudent,3,643.85,0.193,157.9,0.059
U00889,Prudent,1,925.35,0.096,147.9,0.054
U00890,Prudent,1,902.43,0.212,284.5,0.065
U00891,Équilibré,4,1610.8,0.534,23.9,0.171
U00892,Aventurier,40,2736.39,0.7,11.9,0.671
U00893,Aventurier,43,3542.99,0.899,13.4,0.423
U00894,Équilibré,8,1526.08,0.542,80.0,0.221
U00895,Équilibré,13,1543.82,0.481,87.9,0.162
U00896,Prudent,3,1114.47,0.194,107.4,0.04
U00897,Prudent,2,730.62,0.062,293.1,0.065
U00898,Aventurier,46,1467.01,0.864,13.7,0.846
U00899,Prudent,0,811.05,0.104,221.7,0.042
U00900,Prudent,2,985.82,0.087,291.3,0.056
U00901,Prudent,3,941.47,0.086,215.6,0.046
U00902,Prudent,1,752.87,0.169,100.0,0.04
U00903,Prudent,1,904.45,0.096,154.9,0.045
U00904,Équilibré,13,2686.88,0.591,75.8,0.35
U00905,Équilibré,10,2235.57,0.591,22.1,0.172
U00906,Aventurier,32,1195.03,0.71,13.0,0.618
U00907,Aventurier,35,3339.54,0.886,3.5,0.866
U00908,Prudent,0,1044.74,0.094,157.7,0.032
U00909,Prudent,2,904.05,0.116,192.2,0.035
U00910,Équilibré,8,2109.28,0.373,20.2,0.25
U00911,Équilibré,9,1335.23,0.39,40.8,0.259
U00912,Prudent,1,249.15,0.246,236.8,0.082
U00913,Équilibré,14,2122.76,0.251,76.3,0.314
U00914,Équilibré,13,1666.09,0.488,86.8,0.13
U00915,Équilibré,11,1041.84,0.301,41.3,0.211
U00916,Équilibré,11,588.12,0.571,43.0,0.288
U00917,Prudent,1,496.14,0.231,108.8,0.055
U00918,Aventurier,45,5598.75,0.681,1.7,0.792
U00919,Équilibré,9,1940.74,0.454,79.8,0.108
U00920,Prudent,3,661.76,0.239,114.4,0.067
U00921,Aventurier,40,1485.13,0.952,14.5,0.652
U00922,Équilibré,9,1968.34,0.541,42.4,0.244
U00923,Aventurier,32,2888.21,0.729,7.3,0.815
U00924,Équilibré,12,2061.56,0.335,68.7,0.22
U00925,Équilibré,11,3045.43,0.561,80.8,0.137
U00926,Prudent,2,1015.47,0.176,202.2,0.082
U00927,Prudent,0,869.01,0.167,223.4,0.024
U00928,Équilibré,10,1923.46,0.264,74.8,0.17
U00929,Équilibré,12,2214.1,0.381,64.8,0.249
U00930,Prudent,1,538.73,0.217,195.7,0.062
U00931,Prudent,3,735.86,0.224,106.2,0.048
U00932,Aventurier,39,5661.29,0.673,5.0,0.748
U00933,Aventurier,29,4281.29,0.892,8.4,0.404
U00934,Équilibré,13,2010.85,0.385,23.5,0.277
U00935,Prudent,2,808.95,0.123,228.7,0.083
U00936,Prudent,1,1067.68,0.233,162.6,0.1
U00937,Prudent,2,828.8,0.125,130.0,0.049
U00938,Aventurier,29,1017.28,0.633,11.5,0.719
U00939,Prudent,4,1097.35,0.058,116.1,0.028
U00940,Équilibré,8,1951.66,0.476,69.9,0.17
U00941,Prudent,1,965.19,0.102,285.5,0.09
U00942,Équilibré,8,2674.79,0.575,52.3,0.218
U00943,Équilibré,4,1935.2,0.361,25.4,0.227
U00944,Aventurier,43,1728.13,0.935,7.7,0.565
U00945,Prudent,1,555.99,0.141,159.3,0.03
U00946,Prudent,1,1145.44,0.242,288.7,0.072
U00947,Prudent,4,753.57,0.216,216.6,0.025
U00948,Aventurier,43,3643.21,0.655,5.0,0.541
U00949,Aventurier,37,2624.1,0.887,1.1,0.432
U00950,Équilibré,9,1470.78,0.586,66.9,0.208
U00951,Équilibré,5,1941.3,0.415,68.5,0.149
U00952,Équilibré,11,1845.39,0.319,55.6,0.153
U00953,Prudent,3,721.08,0.162,174.6,0.07
U00954,Aventurier,43,1749.58,0.879,13.6,0.364
U00955,Équilibré,10,1306.88,0.537,57.8,0.202
U00956,Équilibré,8,2705.75,0.437,23.1,0.269
U00957,Équilibré,7,1660.27,0.333,81.6,0.291
U00958,Prudent,3,1228.6,0.082,260.7,0.05
U00959,Prudent,3,1037.1,0.182,239.2,0.062
U00960,Équilibré,11,2089.09,0.338,70.5,0.336
U00961,Prudent,5,739.6,0.1,270.7,0.056
U00962,Équilibré,6,1292.24,0.294,71.8,0.203
U00963,Prudent,0,641.23,0.168,248.3,0.069
U00964,Équilibré,8,2172.77,0.426,79.7,0.337
U00965,Prudent,4,538.22,0.227,252.3,0.069
U00966,Équilibré,11,1641.44,0.48,80.1,0.289
U00967,Équilibré,10,2203.1,0.537,21.9,0.296
U00968,Prudent,1,793.32,0.211,212.3,0.052
U00969,Équilibré,8,2012.29,0.538,39.8,0.3
U00970,Équilibré,2,2020.37,0.43,48.5,0.128
U00971,Équilibré,8,733.72,0.452,85.1,0.177
U00972,Aventurier,30,2546.67,0.899,6.9,0.507
U00973,Équilibré,13,2599.69,0.558,41.4,0.108
U00974,Prudent,3,463.26,0.052,233.8,0.066
U00975,Prudent,0,819.47,0.18,270.7,0.047
U00976,Prudent,3,877.04,0.202,215.0,0.088
U00977,Équilibré,14,1353.11,0.412,83.4,0.101
U00978,Prudent,5,686.34,0.107,109.8,0.06
U00979,Équilibré,10,1632.89,0.321,86.1,0.342
U00980,Équilibré,15,1560.0,0.58,46.6,0.235
U00981,Prudent,2,1004.35,0.238,145.7,0.048
U00982,Équilibré,7,2099.3,0.506,30.2,0.123
U00983,Prudent,1,859.6,0.222,273.7,0.096
U00984,Prudent,2,880.38,0.083,231.2,0.046
